filename,attractiveness_score
602.jpg,2.364888906478882
603.jpg,2.1026551723480225
604.jpg,2.4588675498962402
605.jpg,2.9979190826416016
606.jpg,3.0359902381896973
607.jpg,2.151745557785034
608.jpg,2.8849852085113525
609.jpg,2.827958822250366
61.jpg,2.5440499782562256
610.jpg,2.9602997303009033
611.jpg,3.016530752182007
612.jpg,2.9793412685394287
613.jpg,2.9222564697265625
614.jpg,1.8365463018417358
615.jpg,2.73435640335083
617.jpg,2.520273208618164
618.jpg,2.927990198135376
62.jpg,2.9034087657928467
620.jpg,3.2421798706054688
621.jpg,2.747485399246216
622.jpg,2.733383893966675
623.jpg,3.0546860694885254
624.jpg,2.8566582202911377
625.jpg,2.910653591156006
626.jpg,2.085191011428833
627.jpg,2.478841781616211
628.jpg,2.6235623359680176
629.jpg,1.8941984176635742
63.jpg,2.9986021518707275
630.jpg,2.6754469871520996
631.jpg,2.1368796825408936
632.jpg,2.6451191902160645
633.jpg,3.005035161972046
634.jpg,2.9971837997436523
638.jpg,3.2225418090820312
639.jpg,3.4161782264709473
64.jpg,2.663080930709839
640.jpg,3.442347526550293
641.jpg,3.092226028442383
642.jpg,2.7835311889648438
644.jpg,2.304708957672119
645.jpg,2.603111505508423
646.jpg,2.6113810539245605
647.jpg,2.5602285861968994
648.jpg,2.761582851409912
649.jpg,3.090076208114624
65.jpg,2.2299418449401855
650.jpg,2.8825950622558594
651.jpg,2.389256715774536
652.jpg,2.754704713821411
653.jpg,2.4566524028778076
654.jpg,3.028114080429077
655.jpg,3.0389513969421387
656.jpg,3.301161527633667
657.jpg,2.7833855152130127
658.jpg,3.0659732818603516
659.jpg,3.385287284851074
66.jpg,2.6260344982147217
660.jpg,3.3675882816314697
661.jpg,3.5460968017578125
662.jpg,3.530456066131592
663.jpg,3.5728938579559326
664.jpg,3.645174026489258
665.jpg,3.4466135501861572
666.jpg,2.3872551918029785
667.jpg,2.4210872650146484
668.jpg,2.6752946376800537
669.jpg,2.237987995147705
67.jpg,2.3171041011810303
670.jpg,1.946458339691162
671.jpg,2.1350226402282715
672.jpg,2.3336026668548584
673.jpg,2.6596779823303223
674.jpg,2.659959316253662
675.jpg,2.817628860473633
676.jpg,1.9745408296585083
677.jpg,2.2472405433654785
678.jpg,2.6258044242858887
679.jpg,2.723086357116699
68.jpg,2.492372989654541
680.jpg,2.697111129760742
681.jpg,2.324578285217285
682.jpg,2.5977492332458496
683.jpg,2.913226366043091
684.jpg,2.740577220916748
685.jpg,2.8823626041412354
687.jpg,3.2918405532836914
688.jpg,3.505615234375
689.jpg,3.344801425933838
69.jpg,2.5857934951782227
693.jpg,3.486711025238037
696.jpg,3.4131431579589844
697.jpg,3.537208080291748
698.jpg,3.6086807250976562
70.jpg,2.330432415008545
700.jpg,3.5861594676971436
701.jpg,3.637420892715454
704.jpg,2.43546199798584
705.jpg,3.103417158126831
706.jpg,3.113640308380127
707.jpg,3.231422185897827
708.jpg,3.1526262760162354
709.jpg,3.1226322650909424
71.jpg,2.464595079421997
710.jpg,2.8068647384643555
711.jpg,2.767674207687378
712.jpg,2.7817699909210205
713.jpg,2.836005210876465
714.jpg,2.2888336181640625
715.jpg,2.1163580417633057
716.jpg,2.376148223876953
717.jpg,2.3613855838775635
718.jpg,2.7385101318359375
719.jpg,3.1258344650268555
72.jpg,2.723801851272583
720.jpg,2.7622392177581787
721.jpg,3.0796546936035156
722.jpg,2.989009380340576
723.jpg,3.2837822437286377
724.jpg,2.083836793899536
725.jpg,2.507780075073242
726.jpg,2.594078540802002
727.jpg,1.9050251245498657
728.jpg,2.5780344009399414
729.jpg,2.8831305503845215
73.jpg,2.8897457122802734
730.jpg,3.157280445098877
731.jpg,3.2925760746002197
732.jpg,2.6084249019622803
733.jpg,2.3207802772521973
734.jpg,2.7410523891448975
735.jpg,2.7445104122161865
736.jpg,2.470214366912842
737.jpg,2.106825113296509
738.jpg,2.5894863605499268
739.jpg,1.914989948272705
74.jpg,3.0758628845214844
740.jpg,2.3830454349517822
742.jpg,2.4357457160949707
743.jpg,2.434809684753418
744.jpg,3.1463029384613037
745.jpg,3.0747764110565186
746.jpg,3.2166056632995605
747.jpg,3.0110440254211426
748.jpg,2.576772928237915
75.jpg,3.1338741779327393
750.jpg,3.5923359394073486
751.jpg,3.3216772079467773
752.jpg,2.6562540531158447
753.jpg,3.6212430000305176
756.jpg,2.996666669845581
757.jpg,3.1205899715423584
758.jpg,3.1797590255737305
759.jpg,3.2705342769622803
76.jpg,2.926865339279175
760.jpg,2.8369107246398926
761.jpg,3.4959940910339355
762.jpg,3.2127206325531006
763.jpg,3.1412487030029297
764.jpg,2.97590708732605
765.jpg,2.6726996898651123
766.jpg,2.454463005065918
767.jpg,2.6328506469726562
768.jpg,2.858851194381714
769.jpg,2.835005044937134
77.jpg,2.891201972961426
770.jpg,2.917665958404541
771.jpg,2.5278210639953613
772.jpg,2.5549991130828857
773.jpg,2.6967711448669434
774.jpg,2.4752373695373535
775.jpg,2.384744644165039
776.jpg,2.1737871170043945
777.jpg,2.6255130767822266
778.jpg,2.180147409439087
779.jpg,2.61529541015625
78.jpg,2.2181520462036133
780.jpg,2.6609299182891846
781.jpg,1.9908816814422607
782.jpg,2.1145057678222656
783.jpg,2.784423828125
784.jpg,2.348012924194336
785.jpg,2.256518840789795
786.jpg,2.6822004318237305
787.jpg,3.031440496444702
788.jpg,2.3944602012634277
789.jpg,2.1397013664245605
79.jpg,2.678410768508911
790.jpg,2.02801513671875
791.jpg,2.3297371864318848
792.jpg,2.40407657623291
793.jpg,2.3558340072631836
794.jpg,2.274627447128296
795.jpg,2.337179660797119
796.jpg,2.526977777481079
797.jpg,2.292820453643799
798.jpg,2.8153929710388184
799.jpg,2.0071260929107666
80.jpg,3.1036343574523926
800.jpg,2.230668544769287
801.jpg,2.758782386779785
802.jpg,2.2174715995788574
803.jpg,2.6609888076782227
804.jpg,2.4368414878845215
805.jpg,2.847428798675537
806.jpg,2.7945351600646973
807.jpg,2.950838327407837
808.jpg,2.759157657623291
809.jpg,2.9214208126068115
81.jpg,3.3363513946533203
810.jpg,2.295069694519043
811.jpg,2.5336337089538574
812.jpg,2.1625466346740723
813.jpg,2.432556390762329
814.jpg,2.1806912422180176
815.jpg,2.4705123901367188
816.jpg,2.846221923828125
817.jpg,2.919210910797119
818.jpg,2.0478227138519287
819.jpg,2.2941734790802
82.jpg,3.4684133529663086
820.jpg,2.5035953521728516
821.jpg,2.520047426223755
822.jpg,2.8860387802124023
823.jpg,2.813352108001709
824.jpg,2.5287246704101562
825.jpg,2.688537120819092
826.jpg,2.588873863220215
827.jpg,2.7239155769348145
828.jpg,2.8824386596679688
829.jpg,2.7671313285827637
83.jpg,3.0510222911834717
830.jpg,2.4710044860839844
831.jpg,2.2758967876434326
832.jpg,2.536698579788208
833.jpg,2.7645726203918457
834.jpg,2.8915207386016846
835.jpg,2.863316535949707
836.jpg,3.1854522228240967
837.jpg,3.1650025844573975
838.jpg,3.0466439723968506
839.jpg,1.9680564403533936
84.jpg,3.1098239421844482
840.jpg,2.592498779296875
841.jpg,2.9917476177215576
842.jpg,3.335139274597168
843.jpg,2.926297903060913
844.jpg,2.5590171813964844
845.jpg,2.9509527683258057
846.jpg,2.0205249786376953
847.jpg,2.457820415496826
848.jpg,2.8916971683502197
849.jpg,3.298837900161743
85.jpg,3.454467535018921
850.jpg,3.471994638442993
851.jpg,3.4418890476226807
852.jpg,3.5661516189575195
853.jpg,2.9365181922912598
854.jpg,3.1549487113952637
855.jpg,3.044674873352051
856.jpg,3.231825351715088
857.jpg,3.0633223056793213
858.jpg,3.328017234802246
859.jpg,3.4563100337982178
86.jpg,3.302624225616455
860.jpg,2.823065757751465
861.jpg,3.2811777591705322
862.jpg,3.3737692832946777
863.jpg,3.7754716873168945
864.jpg,3.484010696411133
865.jpg,3.2624282836914062
866.jpg,3.2818312644958496
867.jpg,3.2585701942443848
868.jpg,3.5501344203948975
869.jpg,3.799975872039795
87.jpg,3.506722927093506
870.jpg,3.4386672973632812
871.jpg,2.5466418266296387
873.jpg,2.5092175006866455
874.jpg,2.5896341800689697
875.jpg,1.9653990268707275
876.jpg,2.4819412231445312
877.jpg,2.929203748703003
878.jpg,3.2068331241607666
879.jpg,3.7092199325561523
88.jpg,3.4506630897521973
880.jpg,3.9034199714660645
89.jpg,3.10441255569458
897.jpg,3.4825632572174072
898.jpg,3.120849609375
899.jpg,2.9258453845977783
90.jpg,3.2944326400756836
900.jpg,3.1433231830596924
904.jpg,3.485407590866089
905.jpg,2.8447771072387695
906.jpg,2.8548502922058105
907.jpg,2.854036808013916
908.jpg,2.83007550239563
909.jpg,2.8453330993652344
91.jpg,3.332798957824707
910.jpg,2.9668920040130615
911.jpg,2.563244104385376
912.jpg,2.6086370944976807
913.jpg,2.372866153717041
914.jpg,2.9210755825042725
915.jpg,2.4578475952148438
916.jpg,2.0185489654541016
917.jpg,2.3687655925750732
918.jpg,2.6686387062072754
919.jpg,2.6924185752868652
92.jpg,2.841843843460083
920.jpg,2.9307427406311035
921.jpg,2.265519618988037
922.jpg,2.2501258850097656
923.jpg,2.5000996589660645
924.jpg,2.094712734222412
925.jpg,2.4891061782836914
926.jpg,2.942958116531372
927.jpg,3.0826292037963867
928.jpg,3.2923288345336914
929.jpg,3.050677537918091
93.jpg,2.9120187759399414
930.jpg,3.602668523788452
931.jpg,3.302454710006714
932.jpg,3.3155810832977295
933.jpg,3.5342471599578857
934.jpg,3.6234333515167236
935.jpg,3.733363151550293
936.jpg,2.550995349884033
937.jpg,2.965817451477051
938.jpg,2.8242835998535156
939.jpg,2.953342914581299
94.jpg,3.0023655891418457
940.jpg,2.7491514682769775
941.jpg,2.627516031265259
942.jpg,2.540843963623047
943.jpg,2.938692569732666
944.jpg,2.4009087085723877
945.jpg,2.855543851852417
946.jpg,2.5046777725219727
947.jpg,2.1406326293945312
948.jpg,2.7345311641693115
95.jpg,2.346522569656372
950.jpg,2.1549601554870605
951.jpg,2.191715717315674
952.jpg,2.5502898693084717
958.jpg,2.222064256668091
959.jpg,2.832124710083008
96.jpg,2.9418728351593018
960.jpg,3.1216046810150146
961.jpg,2.3848249912261963
962.jpg,3.3373210430145264
967.jpg,3.1983892917633057
968.jpg,3.1294524669647217
97.jpg,2.3259353637695312
970.jpg,3.1329872608184814
975.jpg,2.868238687515259
979.jpg,3.2026145458221436
98.jpg,2.564364194869995
985.jpg,2.9603450298309326
986.jpg,2.463613748550415
987.jpg,2.9716150760650635
988.jpg,3.2683680057525635
989.jpg,3.2204716205596924
99.jpg,2.188051700592041
990.jpg,2.1159987449645996
991.jpg,2.5616838932037354
992.jpg,2.418436050415039
993.jpg,2.8066482543945312
994.jpg,2.7152726650238037
995.jpg,2.731022596359253
996.jpg,2.6305110454559326
997.jpg,2.5254387855529785
998.jpg,2.7466585636138916
999.jpg,2.8052468299865723
